"","MosqPerL","WayPt_ID","Address","LatY","LongX","DispX","DispY","Neighborhood","MosqSpp","MosqCount","Date","Day","Month","Year","EpiWeek","Sampledtire","NSampledTires","water_L","no_cover","open.","w_cover","veg_cover.","veg_in_tire","chir","cer","tox","tris","noto","oligo","mites","dyticid","cop","ostra","daph","rubber","inverts","seeds","sticks","man.made","cpm","fpm","leaf","rocks","algae_moss","shells","grass","comments","Buffer","Area_km2","Open.Water","Developed.Open.Space","Developed.Low.Intensity","Developed.Medium.Intensity","Developed.High.Intensity","Barren.Land","Deciduous.Forest","Shrub.Scrub","Grassland.Herbaceous","Pasture.Hay","Cultivated.Crops","Woody.Wetlands","Emergent.Herbaceous.Wetlands","PovPast12M","Unemp","Employed","NoSchool","SomeColleg","AssDegree","Bachelors","Masters","ProfDegree","PhD","Rented_Unocupied","SoldUnocup","OtherVacan","Adj_X","Adj_Y","optional","INLAWeek"
"121",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:00,1899-12-31 00:00:00,"East","Cx. restuans",0,2018-05-08,8,5,2018,19,5,117,2.09,28.33,29.4632,67.67,70.5368,"n",794,0,0,0,0,0,6,0,"n","n","n",0,0,0,0,0,5,4.5,4.9,3.9,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952346082673,3327.66812038937,TRUE,10
"122",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:01,1899-12-31 00:00:01,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,1,117,2.31,5,5.2,91,94.8,"n",92,0,0,0,0,0,0,0,"y","n","y",0,38.8,0.2,8.2,12.5,18,13.8,2.1,20.7,0,15.1,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952918990507,3327.66835765246,TRUE,10
"123",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:00,1899-12-31 00:00:01,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,2,117,1.2,33.66,35.0064,62.34,64.9936,"n",289,0,0,0,0,0,1,0,"n","n","y",0,0,0,0,0,9.9,0,0.1,0,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952737910512,3327.66790893753,TRUE,10
"124",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,3,117,1.31,96,99.84,0,0,"n",30,0,0,0,0,0,1,0,"n","n","n",0,0,0.1,0.8,0.2,30.8,37.8,2.6,6.5,0,10.4,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952527162679,3327.6685691043,TRUE,10
"125",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:00,1899-12-31 00:00:01,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,4,117,0.37,96,99.84,0,0,"n",248,0,0,0,0,0,3,0,"n","n","n",0,0,0.1,0,0,3.7,0,0.7,4.5,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.95292492408,3327.66813587612,TRUE,10
"126",0,"16","1-10 Service Road",30.044569,-89.9412,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","Cx. nigripalpus",0,2018-05-08,8,5,2018,19,5,117,2.09,28.33,29.4632,67.67,70.5368,"n",794,0,0,0,0,0,6,0,"n","n","n",0,0,0,0,0,5,4.5,4.9,3.9,0,0,0,NA,"2km",6.81848620287009,0.5931,2.0295,4.5621,2.1222,0.8037,0.0162,0.0072,0,0.0099,0,0,2.1906,0.2232,828,4783,4307,125,460,366,841,346,78,26,46,10,657,794.952340149112,3327.66834216571,TRUE,10
"127",0,"17","Patterson / Odeon",29.946377,-90.021744,NA,NA,"Algiers","A. aeg",0,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465607582142,3316.57522368527,TRUE,13
"128",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:00,NA,"Algiers","A. aeg",0,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465610461958,3316.57511280243,TRUE,13
"129",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:01,NA,"Algiers","A. albo",0,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465604702325,3316.57533456811,TRUE,13
"130",6,"17","Patterson / Odeon",29.946377,-90.021744,NA,1899-12-31 00:00:01,"Algiers","A. albo",3,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465704147513,3316.57522619324,TRUE,13
"131",0,"17","Patterson / Odeon",29.946377,-90.021744,NA,1899-12-31 00:00:00,"Algiers","Cx. salinarius",0,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465511016769,3316.5752211773,TRUE,13
"132",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:01,1899-12-31 00:00:00,"Algiers","Cx. salinarius",0,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465508136953,3316.57533206014,TRUE,13
"133",1,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. quinq",1,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465707027331,3316.5751153104,TRUE,13
"134",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:00,1899-12-31 00:00:00,"Algiers","Cx. quinq",0,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465513896585,3316.57511029446,TRUE,13
"135",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:01,1899-12-31 00:00:01,"Algiers","A. crucians",0,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465701267695,3316.57533707608,TRUE,13
"136",0,"17","Patterson / Odeon",29.946377,-90.021744,NA,1899-12-31 00:00:01,"Algiers","A. crucians",0,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465800712885,3316.57522870121,TRUE,13
"137",0,"17","Patterson / Odeon",29.946377,-90.021744,NA,1899-12-31 00:00:00,"Algiers","Cx. restuans",0,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465414451398,3316.57521866934,TRUE,13
"138",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:01,NA,"Algiers","Cx. restuans",0,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465601822508,3316.57544545095,TRUE,13
"139",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:00,NA,"Algiers","Cx. nigripalpus",0,2018-06-01,1,6,2018,22,1,20,1.25,96,99.84,67.67,0,"n",1,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.3,0,0.7,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465613341775,3316.57500191958,TRUE,13
"140",0,"17","Patterson / Odeon",29.946377,-90.021744,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. nigripalpus",0,2018-06-01,1,6,2018,22,2,20,0.5,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0,0,0,0,0,NA,"2km",7.50231632298845,2.4615,0.5157,5.6115,2.0439,0.6678,0,0,0,0.0414,0.0162,0,0,0,790,12113,6539,169,850,825,3896,1726,922,325,137,53,1473,787.465803592704,3316.57511781836,TRUE,13
"141",0,"18","Patterson Road",29.945883,-90.022614,NA,NA,"Algiers","A. aeg",0,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383017927028,3316.51826597251,TRUE,13
"142",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:00,NA,"Algiers","A. aeg",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383020805958,3316.51815508971,TRUE,13
"143",11,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:01,NA,"Algiers","A. albo",22,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383015048099,3316.5183768553,TRUE,13
"144",0,"18","Patterson Road",29.945883,-90.022614,NA,1899-12-31 00:00:01,"Algiers","A. albo",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.38311449284,3316.51826847971,TRUE,13
"145",0,"18","Patterson Road",29.945883,-90.022614,NA,1899-12-31 00:00:00,"Algiers","Cx. salinarius",0,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.382921361215,3316.5182634653,TRUE,13
"146",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:01,1899-12-31 00:00:00,"Algiers","Cx. salinarius",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.382918482286,3316.51837434809,TRUE,13
"147",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. quinq",0,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383117371771,3316.51815759692,TRUE,13
"148",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:00,1899-12-31 00:00:00,"Algiers","Cx. quinq",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.382924240144,3316.51815258251,TRUE,13
"149",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:01,1899-12-31 00:00:01,"Algiers","A. crucians",0,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383111613909,3316.5183793625,TRUE,13
"150",0,"18","Patterson Road",29.945883,-90.022614,NA,1899-12-31 00:00:01,"Algiers","A. crucians",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383211058654,3316.51827098692,TRUE,13
"151",0,"18","Patterson Road",29.945883,-90.022614,NA,1899-12-31 00:00:00,"Algiers","Cx. restuans",0,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.382824795403,3316.51826095809,TRUE,13
"152",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:01,NA,"Algiers","Cx. restuans",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383012169169,3316.51848773809,TRUE,13
"153",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:00,NA,"Algiers","Cx. nigripalpus",0,2018-06-01,1,6,2018,22,1,14,1.95,96,99.84,67.67,0,"y",1,0,0,0,0,0,0,0,"n","n","n",0,0,0.1,0,0,0.8,0,0.5,0,0,0.1,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383023684887,3316.51804420692,TRUE,13
"154",0,"18","Patterson Road",29.945883,-90.022614,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. nigripalpus",0,2018-06-01,1,6,2018,22,2,14,0.82,96,99.84,67.67,0,"n",0,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",10.4925793412936,2.4579,0.5175,5.751,2.0349,0.7155,0,0,0,0.0414,0.0153,0,0,0,1314,9926,7722,160,872,902,1819,728,146,37,20,19,1250,787.383213937585,3316.51816010413,TRUE,13
"155",1,"19","Opelousas",29.94039,-90.052902,NA,NA,"Algiers","A. aeg",1,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.47390407799,3315.83364455109,TRUE,13
"156",26,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:00,NA,"Algiers","A. aeg",65,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473906927066,3315.83353366989,TRUE,13
"157",0,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:01,NA,"Algiers","A. albo",0,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473901228915,3315.83375543228,TRUE,13
"158",6,"19","Opelousas",29.94039,-90.052902,NA,1899-12-31 00:00:01,"Algiers","A. albo",15,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.474000647798,3315.83364703243,TRUE,13
"159",0,"19","Opelousas",29.94039,-90.052902,NA,1899-12-31 00:00:00,"Algiers","Cx. salinarius",0,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473807508183,3315.83364206974,TRUE,13
"160",0,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:01,1899-12-31 00:00:00,"Algiers","Cx. salinarius",0,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473804659109,3315.83375295093,TRUE,13
"161",2,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. quinq",4,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.474003496875,3315.83353615124,TRUE,13
"162",1,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:00,1899-12-31 00:00:00,"Algiers","Cx. quinq",2,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473810357258,3315.83353118855,TRUE,13
"163",0,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:01,1899-12-31 00:00:01,"Algiers","A. crucians",0,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473997798722,3315.83375791363,TRUE,13
"164",0,"19","Opelousas",29.94039,-90.052902,NA,1899-12-31 00:00:01,"Algiers","A. crucians",0,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.474097217606,3315.83364951378,TRUE,13
"165",0,"19","Opelousas",29.94039,-90.052902,NA,1899-12-31 00:00:00,"Algiers","Cx. restuans",0,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473710938375,3315.8336395884,TRUE,13
"166",0,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:01,NA,"Algiers","Cx. restuans",0,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.47389837984,3315.83386631347,TRUE,13
"167",0,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:00,NA,"Algiers","Cx. nigripalpus",0,2018-06-01,1,6,2018,22,1,10,1.97,81,84.24,67.67,15.76,"n",158,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0.3,0.2,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.473909776141,3315.8334227887,TRUE,13
"168",0,"19","Opelousas",29.94039,-90.052902,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. nigripalpus",0,2018-06-01,1,6,2018,22,2,10,2.47,21.3,22.152,67.67,77.848,"n",5,11,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,NA,"2km",10.269563397037,1.809,0.2691,2.9583,2.0403,2.8071,0,0,0,0,0,0,0,0,1191,9678,7310,152,856,870,1819,728,146,37,20,19,1224,784.474100066683,3315.83353863259,TRUE,13
"169",0,"2","2000 Lizardi",29.971786,-90.017441,NA,NA,"Lower Ninth","A. aeg",0,2018-03-07,7,3,2018,10,1,26,2.67,59,61.36,37,38.64,"n",2,0,0,2,0,0,0,0,"n","y","n",0,0,0.1,0.3,0,6.4,0,0.3,0,1.5,0,0,NA,"2km",12.5655373636523,1.5372,0.2673,4.4613,3.2814,1.3383,0.1512,0.0153,0.0864,0,0.0162,0,0.2538,0.5058,2095,23143,13746,513,1465,1417,6690,2815,1020,696,291,123,4680,787.807821160079,3319.40345494341,TRUE,1
"170",0,"2","2000 Lizardi",29.971786,-90.017441,1899-12-31 00:00:00,NA,"Lower Ninth","A. aeg",0,2018-03-07,7,3,2018,10,2,26,3.53,63,65.52,33,34.48,"n",23,0,0,0,0,0,0,0,"y","n","n",0,0,0.4,1.8,0,9.7,2.6,0.8,0,0,0,0,NA,"2km",12.5655373636523,1.5372,0.2673,4.4613,3.2814,1.3383,0.1512,0.0153,0.0864,0,0.0162,0,0.2538,0.5058,2095,23143,13746,513,1465,1417,6690,2815,1020,696,291,123,4680,787.807824046298,3319.40334406004,TRUE,1
