"","MosqPerL","WayPt_ID","LongX","LatY","Adj_X","Adj_Y","Day","Month","EpiWeek","INLAWeek","MosqCount","DispX","DispY","Neighborhood","MosqSpp","Date","Year","NSampledTires","veg_in_tire","chir","cer","tox","tris","noto","oligo","mites","dyticid","cop","ostra","daph","cpm","fpm","NDVI","comments","Open.Water","Developed.Open.Space","Developed.Low.Intensity","Developed.Medium.Intensity","Developed.High.Intensity","Woody.Wetlands","Emergent.Herbaceous.Wetlands","optional","org_debris","inorg_debris","veg_cover"
"155",1,"19",-90.052902,29.94039,784.47390407799,3315.83364455109,1,6,22,13,1,NA,NA,"Algiers","A. aeg",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"156",26,"19",-90.052902,29.94039,784.473906927066,3315.83353366989,1,6,22,13,65,1899-12-31 00:00:00,NA,"Algiers","A. aeg",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"157",0,"19",-90.052902,29.94039,784.473901228915,3315.83375543228,1,6,22,13,0,1899-12-31 00:00:01,NA,"Algiers","A. albo",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"158",6,"19",-90.052902,29.94039,784.474000647798,3315.83364703243,1,6,22,13,15,NA,1899-12-31 00:00:01,"Algiers","A. albo",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"159",0,"19",-90.052902,29.94039,784.473807508183,3315.83364206974,1,6,22,13,0,NA,1899-12-31 00:00:00,"Algiers","Cx. salinarius",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"160",0,"19",-90.052902,29.94039,784.473804659109,3315.83375295093,1,6,22,13,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Algiers","Cx. salinarius",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"161",2,"19",-90.052902,29.94039,784.474003496875,3315.83353615124,1,6,22,13,4,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. quinq",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"162",1,"19",-90.052902,29.94039,784.473810357258,3315.83353118855,1,6,22,13,2,1899-12-31 00:00:00,1899-12-31 00:00:00,"Algiers","Cx. quinq",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"163",0,"19",-90.052902,29.94039,784.473997798722,3315.83375791363,1,6,22,13,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Algiers","A. crucians",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"164",0,"19",-90.052902,29.94039,784.474097217606,3315.83364951378,1,6,22,13,0,NA,1899-12-31 00:00:01,"Algiers","A. crucians",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"165",0,"19",-90.052902,29.94039,784.473710938375,3315.8336395884,1,6,22,13,0,NA,1899-12-31 00:00:00,"Algiers","Cx. restuans",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"166",0,"19",-90.052902,29.94039,784.47389837984,3315.83386631347,1,6,22,13,0,1899-12-31 00:00:01,NA,"Algiers","Cx. restuans",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"167",0,"19",-90.052902,29.94039,784.473909776141,3315.8334227887,1,6,22,13,0,1899-12-31 00:00:00,NA,"Algiers","Cx. nigripalpus",2018-06-01,2018,10,"0",158,0,0,0,0,0,0,0,"0","0","0",0.2,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.2,0.3,15.76
"168",0,"19",-90.052902,29.94039,784.474100066683,3315.83353863259,1,6,22,13,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Algiers","Cx. nigripalpus",2018-06-01,2018,10,"0",5,11,0,0,0,0,0,0,"0","0","0",0.6,0,0.0620726,NA,0.143955646026619,0.0214142975930145,0.235414034074377,0.162361915195197,0.22338192037663,0,0,TRUE,0.4,0,77.848
"169",0,"2",-90.017441,29.971786,787.807821160079,3319.40345494341,7,3,10,1,0,NA,NA,"Lower Ninth","A. aeg",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"170",0,"2",-90.017441,29.971786,787.807824046298,3319.40334406004,7,3,10,1,0,1899-12-31 00:00:00,NA,"Lower Ninth","A. aeg",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"171",0,"2",-90.017441,29.971786,787.807818273861,3319.40356582679,7,3,10,1,0,1899-12-31 00:00:01,NA,"Lower Ninth","A. aeg",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"172",78,"2",-90.017441,29.971786,787.807917700985,3319.40345745631,7,3,10,1,208,NA,1899-12-31 00:00:01,"Lower Ninth","A. albo",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"173",4,"2",-90.017441,29.971786,787.807724619175,3319.40345243052,7,3,10,1,15,NA,1899-12-31 00:00:00,"Lower Ninth","A. albo",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"174",32,"2",-90.017441,29.971786,787.807721732957,3319.40356331389,7,3,10,1,75,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","A. albo",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"175",0,"2",-90.017441,29.971786,787.807920587205,3319.40334657294,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. salinarius",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"176",0,"2",-90.017441,29.971786,787.807727505393,3319.40334154715,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"177",0,"2",-90.017441,29.971786,787.807914814765,3319.40356833968,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. salinarius",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"178",1,"2",-90.017441,29.971786,787.808014241889,3319.4034599692,7,3,10,1,2,NA,1899-12-31 00:00:01,"Lower Ninth","Cx. quinq",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"179",0,"2",-90.017441,29.971786,787.807628078269,3319.40344991763,7,3,10,1,0,NA,1899-12-31 00:00:00,"Lower Ninth","Cx. quinq",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"180",0,"2",-90.017441,29.971786,787.807815387642,3319.40367671016,7,3,10,1,0,1899-12-31 00:00:01,NA,"Lower Ninth","Cx. quinq",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"181",0,"2",-90.017441,29.971786,787.807826932516,3319.40323317667,7,3,10,1,0,1899-12-31 00:00:00,NA,"Lower Ninth","A. crucians",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"182",0,"2",-90.017441,29.971786,787.80801712811,3319.40334908583,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"183",0,"2",-90.017441,29.971786,787.807625192052,3319.403560801,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","A. crucians",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"184",0,"2",-90.017441,29.971786,787.808011355669,3319.40357085258,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. restuans",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"185",0,"2",-90.017441,29.971786,787.807630964486,3319.40333903425,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. restuans",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"186",0,"2",-90.017441,29.971786,787.807911928545,3319.40367922305,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. restuans",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"187",0,"2",-90.017441,29.971786,787.80773039161,3319.40323066378,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. nigripalpus",2018-03-07,2018,26,"0",2,0,0,2,0,0,0,0,"0","1","0",6.4,0,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,2.2,0,38.64
"188",0,"2",-90.017441,29.971786,787.807718846739,3319.40367419727,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. nigripalpus",2018-03-07,2018,26,"0",23,0,0,0,0,0,0,0,"1","0","0",9.7,2.6,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,3,0,34.48
"189",0,"2",-90.017441,29.971786,787.807923473424,3319.40323568956,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. nigripalpus",2018-03-07,2018,26,"0",67,76,0,2,0,0,0,0,"1","1","0",9.5,32.4,0.331527,NA,0.122326489260431,0.0212710581442318,0.355018973807936,0.261125515130873,0.106498530169942,0.0201967622783615,0.0402502851079403,TRUE,4.7,27.4,5.0168
"190",0,"20",-90.013084,29.976009,788.216243157477,3319.88267317253,21,6,25,16,0,NA,NA,"Lower Ninth","A. aeg",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"191",0,"20",-90.013084,29.976009,788.216246048296,3319.88256228888,21,6,25,16,0,1899-12-31 00:00:00,NA,"Lower Ninth","A. aeg",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"192",2,"20",-90.013084,29.976009,788.216240266657,3319.88278405618,21,6,25,16,6,1899-12-31 00:00:01,NA,"Lower Ninth","A. albo",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"193",131,"20",-90.013084,29.976009,788.216339694474,3319.88267568932,21,6,25,16,300,NA,1899-12-31 00:00:01,"Lower Ninth","A. albo",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"194",0,"20",-90.013084,29.976009,788.216146620478,3319.88267065574,21,6,25,16,0,NA,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"195",0,"20",-90.013084,29.976009,788.21614372966,3319.88278153938,21,6,25,16,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"196",0,"20",-90.013084,29.976009,788.216342585294,3319.88256480568,21,6,25,16,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. quinq",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"197",71,"20",-90.013084,29.976009,788.216149511296,3319.88255977209,21,6,25,16,162,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. quinq",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"198",0,"20",-90.013084,29.976009,788.216336803654,3319.88278657297,21,6,25,16,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"199",0,"20",-90.013084,29.976009,788.216436231472,3319.88267820611,21,6,25,16,0,NA,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"200",0,"20",-90.013084,29.976009,788.216050083481,3319.88266813895,21,6,25,16,0,NA,1899-12-31 00:00:00,"Lower Ninth","Cx. restuans",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"201",0,"20",-90.013084,29.976009,788.216237375838,3319.88289493982,21,6,25,16,0,1899-12-31 00:00:01,NA,"Lower Ninth","Cx. restuans",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"202",0,"20",-90.013084,29.976009,788.216248939115,3319.88245140524,21,6,25,16,0,1899-12-31 00:00:00,NA,"Lower Ninth","Cx. nigripalpus",2018-06-21,2018,22,"0",126,0,6,0,0,0,15,0,"0","0","0",0,6.9,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,2.7,0,90.9936
"203",0,"20",-90.013084,29.976009,788.216439122294,3319.88256732247,21,6,25,16,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. nigripalpus",2018-06-21,2018,22,"0",0,0,0,1,0,0,0,0,"0","0","0",22.5,3.6,0.0975494,NA,0.167948253697723,0.0276452136150622,0.296004320909462,0.187786917354127,0.0968298673771091,0.0748426119889638,0.0522107790812963,TRUE,31.8,0,0.159999999999997
"204",0,"21",-90.015923,29.973114,787.950535372423,3319.5545237225,21,6,25,16,0,NA,NA,"Lower Ninth","A. aeg",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"205",0,"21",-90.015923,29.973114,787.950538260232,3319.55441283903,21,6,25,16,0,1899-12-31 00:00:00,NA,"Lower Ninth","A. aeg",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"206",78,"21",-90.015923,29.973114,787.950532484614,3319.55463460596,21,6,25,16,39,1899-12-31 00:00:01,NA,"Lower Ninth","A. albo",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"207",33,"21",-90.015923,29.973114,787.950631912105,3319.55452623674,21,6,25,16,62,NA,1899-12-31 00:00:01,"Lower Ninth","A. albo",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"208",0,"21",-90.015923,29.973114,787.95043883274,3319.55452120825,21,6,25,16,0,NA,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"209",0,"21",-90.015923,29.973114,787.950435944932,3319.55463209172,21,6,25,16,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"210",0,"21",-90.015923,29.973114,787.950634799915,3319.55441535328,21,6,25,16,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. quinq",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"211",26,"21",-90.015923,29.973114,787.950441720548,3319.55441032479,21,6,25,16,49,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. quinq",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"212",0,"21",-90.015923,29.973114,787.950629024296,3319.55463712021,21,6,25,16,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"213",0,"21",-90.015923,29.973114,787.950728451789,3319.55452875099,21,6,25,16,0,NA,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"214",0,"21",-90.015923,29.973114,787.950342293058,3319.55451869401,21,6,25,16,0,NA,1899-12-31 00:00:00,"Lower Ninth","Cx. restuans",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"215",0,"21",-90.015923,29.973114,787.950529596805,3319.55474548943,21,6,25,16,0,1899-12-31 00:00:01,NA,"Lower Ninth","Cx. restuans",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"216",0,"21",-90.015923,29.973114,787.950541148041,3319.55430195557,21,6,25,16,0,1899-12-31 00:00:00,NA,"Lower Ninth","Cx. nigripalpus",2018-06-21,2018,17,"0",9,0,0,0,0,0,15,0,"0","0","0",0,0.5,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0,0,56.6632
"217",0,"21",-90.015923,29.973114,787.9507313396,3319.55441786752,21,6,25,16,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. nigripalpus",2018-06-21,2018,17,"1",55,0,7,0,0,0,4,0,"0","0","0",0,1.1,0.333731,NA,0.128485785558087,0.0214859173174059,0.345923268810235,0.237562625806118,0.0995514169039805,0.034305847983458,0.0451920460909437,TRUE,0.2,4.7,0.159999999999997
"218",0,"22",-90.014633,29.97123,788.080514436051,3319.34886324942,21,6,25,16,0,NA,NA,"Lower Ninth","A. aeg",2018-06-21,2018,61,"1",180,0,0,0,0,0,0,0,"0","0","0",0.1,0,0.489994,NA,0.12282782733117,0.0227750723564502,0.342127423417493,0.231260090059679,0.0920313458428885,0.0261411994028438,0.0414678204225933,TRUE,0,0,80.5832
"219",0,"22",-90.014633,29.97123,788.080517324947,3319.34875236592,21,6,25,16,0,1899-12-31 00:00:00,NA,"Lower Ninth","A. aeg",2018-06-21,2018,61,"0",52,0,0,0,0,0,1,0,"0","0","0",0,0,0.489994,NA,0.12282782733117,0.0227750723564502,0.342127423417493,0.231260090059679,0.0920313458428885,0.0261411994028438,0.0414678204225933,TRUE,0,0,0.159999999999997
"220",0,"22",-90.014633,29.97123,788.080511547155,3319.34897413293,21,6,25,16,0,1899-12-31 00:00:01,NA,"Lower Ninth","A. aeg",2018-06-21,2018,61,"0",176,0,0,0,0,0,0,0,"0","0","0",0,0,0.489994,NA,0.12282782733117,0.0227750723564502,0.342127423417493,0.231260090059679,0.0920313458428885,0.0261411994028438,0.0414678204225933,TRUE,0.1,37.6,0.159999999999997
"221",0,"22",-90.014633,29.97123,788.08061097762,3319.34886576466,21,6,25,16,0,NA,1899-12-31 00:00:01,"Lower Ninth","A. aeg",2018-06-21,2018,61,"0",11,0,3,0,0,0,0,0,"0","0","0",0,0,0.489994,NA,0.12282782733117,0.0227750723564502,0.342127423417493,0.231260090059679,0.0920313458428885,0.0261411994028438,0.0414678204225933,TRUE,0.4,0.8,0.159999999999997
